Date,DJIA_Close,DJIA_Volume,NASDAQ_Close,NASDAQ_Volume,SP_Close,SP_Volume,R2000_Close,R2000_Volume,week,debt,stocks,restaurant,inflation,economics,portfolio,housing,dow_jones,credit,revenue,investment,return,markets,unemployment,growth,hedge,money,derivatives,leverage,MMM_Close,MMM_Volume,AXP_Close,AXP_Volume,APPL_Close,APPL_Volume,BA_Close,BA_Volume,CAT_Close,CAT_Volume,CVX_Close,CVX_Volume,CSCO_Close,CSCO_Volume,KO_Close,KO_Volume,DIS_Close,DIS_Volume,XOM_Close,XOM_Volume,GE_Close,GE_Volume,GS_Close,GS_Volume,HD_Close,HD_Voume,IBM_Close,IBM_Volume,INTC_Close,INTC_Volume,JNJ_Close,JNJ_Volume,JPM_Close,JPM_Volume,MCD_Close,MCD_Volume,MRK_Close,MRK_Volume,MSFT_Close,MSFT_Volume,NKE_Close,NKE_Volume,PFE_Close,PFE_Volume,PG_Close,PG_Volume,TRV_Close,TRV_Volume,UNH_Close,UNH_Volume,UTX_Close,UTX_Volume,VZ_Close,VZ_Volume,WMT_Close,WMT_Volume
1/16/04,10600.50977,254170000,2140.459961,2614390000,1139.829956,1721100000,590.409973,17211000,,,,,,,,,,,,,,,,,,,,,85.480003,3635900,43.686222,5478800,1.622857,93205000,44.009998,2644100,42.07,5083400,42.360001,6196000,29.129999,91298000,24.940001,8282800,24.506903,8135900,40.5,13305200,33.349998,50356900,100.480003,6035000,34.939999,18627300,95.32,9302000,32.889999,54502900,50.450001,15364000,39.27,18767200,25.309999,4683100,46.189999,6739100,27.809999,63983400,8.67,6467200,35,17209300,49.5,8270600,42.529999,1724700,29.33,4826200,48.75,4707600,33.229977,7526600,53.48,9719600
1/20/04,10528.66016,224300000,2147.97998,2574190000,1138.77002,1698200000,597.97998,16982000,1/18/04,93,100,76,84,90,100,83,99,90,34,99,84,85,91,87,72,99,81,74,80.410004,9737300,43.975071,5506500,1.623571,78986600,43.18,5003600,41.075001,4803400,43.014999,4270200,28.860001,62278500,24.965,8777000,24.132151,9003100,40.880001,10790000,33.360001,26426900,100.400002,3095900,35.009998,10340800,97.099998,9285100,32.610001,47694300,51.5,14023400,39.09,18914100,25.17,4128500,45.98,7201600,28.1,63068500,8.7325,8760000,34.529999,18730900,49.334999,6735400,41.849998,1656400,29.285,4150800,47.400002,5247600,33.445812,7331300,52.950001,7981500
1/21/04,10623.62012,214920000,2142.449951,2421860000,1147.619995,1757600000,597.47998,17576000,,,,,,,,,,,,,,,,,,,,,81.75,7712200,44.11512,6175800,1.615,56665000,43.599998,3585400,41.700001,4066600,43.389999,5420800,28.6,54015600,24.889999,7990200,24.240631,7286100,41.43,11511800,33.849998,21386800,101.5,3296000,35.639999,8554800,97.699997,6949000,32.200001,56228700,52.560001,11084500,40.099998,20679600,25.52,3649300,46.25,8654100,28.299999,53570600,8.80875,10612800,35.630001,19694800,49.575001,7182400,42.25,2119300,29.219999,4043400,47.935001,4693200,33.292927,9250000,53.450001,9061200
1/22/04,10623.17969,219720000,2119.01001,2353370000,1143.939941,1693700000,591.72998,16937000,,,,,,,,,,,,,,,,,,,,,82.110001,3805400,43.764999,3897600,1.584286,51251200,42.900002,2591800,42,4110800,43.575001,6254600,28.219999,43462000,24.665001,11138600,24.358974,4895700,41.279999,9422700,33.52,17891300,100.68,3893900,35.93,7968800,97.510002,4371600,31.629999,51950200,53.049999,8893500,39.939999,15683600,25.389999,2965200,46.110001,7495400,28.01,78425200,8.70875,5625600,36.139999,24252800,49.615002,5299000,41.950001,1282500,30.334999,9719200,47.615002,4540800,33.715611,9170500,53.18,7656000
1/23/04,10568.29004,234260000,2123.870117,2253910000,1141.550049,1561200000,596.140015,14806000,, ,,,,,,,,,,,,,,,,,,,81.959999,2633600,43.729988,3973200,1.611429,56792400,41.849998,4071200,42.084999,4675200,43.450001,4802400,27.33,59640900,25.02,11214600,23.717949,10104800,41.040001,11739000,33.209999,16320000,99.5,3742700,35.919998,6773100,97.900002,5283900,31.75,45845000,53,9367400,39.599998,10503600,25.25,4601300,45.779999,7321900,28.48,127259100,8.6975,5592000,36.139999,16922500,49.18,6215800,41.849998,1717000,29.834999,5273200,47.130001,3031800,33.814537,5670200,54.209999,12559400
1/26/04,10702.50977,186170000,2153.830078,1946050000,1155.369995,1480600000,601.5,18425500,1/25/04,100,89,77,97,92,98,84,93,88,40,98,87,86,89,92,84,99,79,85,82.470001,2925700,44.596535,6449900,1.643571,67817400,42.439999,2867500,42.505001,4635000,43.799999,5293800,28.200001,42986700,25.094999,8437000,24.063116,6056500,41.549999,9565700,34.139999,21332100,102.279999,4096200,36.299999,6377700,99.849998,6189400,32.43,41329300,53.5,7999100,40.259998,12289900,25.280001,4841900,47.200001,12052900,28.799999,58299600,8.7375,7313600,36.84,18258300,49.915001,5901200,41.529999,1350700,29.950001,3292600,47.610001,3361000,33.967419,6491100,54.610001,9147300
1/27/04,10609.91992,206560000,2116.040039,2151260000,1144.050049,1673100000,595.169983,16731000,, ,,,,,,,,,,,,,,,,,,,82.099998,2877300,44.185143,5712500,1.647857,76767600,41.939999,2111800,41,9249000,43.849998,5513600,27.5,49345900,24.995001,8519400,23.826429,4784500,41.189999,10386700,34.189999,20280700,101.050003,3231600,35.939999,6164400,98.800003,5345300,31.629999,51436200,53.279999,8900400,40.029999,9141000,25.450001,4911700,47.360001,9715000,28.25,63196200,8.70125,5366400,36.200001,16002400,49.59,5445000,41.02,1014300,29.73,3593000,47.939999,4358400,33.346889,8578400,54.43,9527000
1/28/04,10468.37012,247660000,2077.370117,2319550000,1128.47998,1842000000,583.909973,18420000,,,,,,,,,,,,,,,,,,,,,80,4283400,43.546173,6779100,1.608571,68850600,41.540001,3394700,39.810001,7843000,43.365002,5539000,26.780001,49445200,24.695,10017800,23.343195,7408700,40.810001,12189400,33.759998,27114500,98.300003,4070300,34.84,11054400,97.379997,6549700,31.379999,61499400,53.16,8381300,39.119999,14578500,24.860001,6016800,47.900002,11209500,27.709999,71336000,8.57875,7685600,35.849998,19097200,49.310001,6993000,40.560001,1332400,29.709999,4438400,47.674999,5798000,33.059105,8833600,53.27,10027500
1/29/04,10510.29004,273970000,2068.22998,2637760000,1134.109985,1921900000,579.859985,19219000,,,,,,,,,,,,,,,,,,,,,79.519997,4690800,44.596535,8139700,1.62,53174800,42.299999,3339600,38.630001,10858000,43.654999,5505600,25.959999,86860700,24.795,8916600,24.112427,15634000,41.470001,16666200,34.029999,20786300,99.400002,3872500,35.599998,8789700,98.010002,6642500,30.889999,84928900,53.889999,7692000,39.049999,12886900,25.5,6641400,48.279999,7126600,27.91,63748400,8.56625,7929600,36.709999,18314000,50.5,11204200,41.619999,1562900,30.455,6065400,47.634998,6643800,33.355881,9394100,54.48,10501300
1/30/04,10488.07031,208990000,2066.149902,1931180000,1131.130005,1635000000,580.76001,16350000,,,,,,,,,,,,,,,,,,,,,79.089996,3389700,45.375553,6215100,1.611429,46324600,41.75,2648800,39.064999,9041400,43.174999,5792200,25.709999,71799500,24.620001,12398200,23.668638,17271400,40.790001,11082300,33.630001,17186900,99.550003,2982100,35.470001,5811100,99.230003,6137600,30.52,64192400,53.419998,6592900,38.889999,8622300,25.74,4962300,47.599998,8243600,27.65,40528700,8.7075,9285600,36.630001,17688200,50.540001,8466000,42.130001,2447100,30.440001,4653400,47.77,4746200,33.149036,6905900,53.849998,7812000
2/2/04,10499.17969,224800000,2063.149902,1915680000,1135.26001,1599200000,580.539978,15992000,2/1/04,92,83,73,80,98,82,81,74,85,43,96,79,91,90,95,89,94,86,79,78,3959200,45.988262,10193700,1.594286,71857800,42.540001,3297800,38.744999,7814400,43.095001,5396600,26.200001,81642800,24.805,8595600,23.471401,9371600,40.689999,13964900,33.630001,18672000,99.809998,3416300,35.290001,7547200,99.389999,6200000,30.32,65039500,53.529999,7009400,39.009998,8810200,25.99,5774000,48.07,7659100,27.4,62891800,8.78125,8193600,37.41,32120600,50.84,7438400,42.880001,1666800,30.01,8136800,48.099998,5417200,33.724602,8820500,54.689999,11783300
2/3/04,10505.17969,183810000,2066.209961,1844840000,1136.030029,1476900000,579.150024,14769000,,,,,,,,,,,,,,,,,,,,,78.900002,3753000,45.962002,5530200,1.59,45203200,43.099998,3800700,38.52,8211000,42.924999,3890600,26.41,81729600,24.915001,7749600,22.938856,10144600,40.41,10048500,33.209999,16444800,101.150002,3663000,35.049999,7144400,100,5604300,31.4,62375400,53.84,5047600,39.130001,6921800,26.15,3297600,48.5,7246900,27.290001,47993800,8.75625,6718400,37.709999,21279100,51.009998,6557200,43.139999,1088000,30.045,4115000,48.07,3651000,33.481785,5546100,55.009998,8271100
2/4/04,10470.74023,227760000,2014.140015,2267580000,1126.52002,1634800000,564.030029,16348000,,,,,,,,,,,,,,,,,,,,,79.449997,3458200,45.743179,6775500,1.556429,76388200,43.560001,5417700,37.950001,8467000,42.575001,4416000,24.08,190549000,24.875,9109400,22.869822,9088900,40.349998,12106600,33.18,20106100,99.75,3228600,35.459999,7859100,100.190002,8387500,30.02,79361900,54.48,9436700,38.919998,7851100,26.41,5659000,48.939999,11109100,27.01,60648000,8.83625,12642400,38.27,36139600,51.599998,8633800,42.240002,1065100,30.035,3396800,47.064999,5498000,32.996151,7692300,55.389999,11641500
2/5/04,10495.54981,187810000,2019.560059,1956030000,1128.589966,1566600000,569.539978,15666000,,,,,,,,,,,,,,,,,,,,,79,2605400,45.585625,6159300,1.601429,88211200,44.360001,3405300,38.16,7881000,42.514999,3663000,23.82,103966000,25.190001,10215800,22.879684,7447700,40.380001,9355100,33.52,13462800,98.839996,2803100,35.5,5996600,98.860001,5975000,29.92,74618700,54.5,7138300,38.959999,6487100,26.700001,5668000,48.740002,8516100,26.959999,55527500,8.84125,7878400,38.400002,24092600,51.345001,6802000,42.27,872200,29.559999,5426600,47.25,4091000,33.176018,5736600,56.25,12572400
2/6/04,10593.03027,182880000,2064.01001,1855510000,1142.76001,1477600000,584.070007,14776000,,,,,,,,,,,,,,,,,,,,,79.809998,2718700,46.443417,7119000,1.622143,48335000,44.349998,4877300,39.25,5229600,42.709999,5917200,24.74,74134700,25.495001,10103000,23.027613,10142400,40.509998,9928700,33.18,18326700,101.339996,3196000,36.330002,7356200,98.940002,5516900,30.879999,55401000,54.150002,6603100,39.73,7312300,27.16,8223100,48.759998,5840400,27.08,47209600,8.8825,6453600,38.849998,24143300,51.18,6020200,42.779999,891300,29.809999,3985600,47.16,4129200,33.40984,5036400,57.580002,15102100
2/9/04,10579.03027,160720000,2060.570068,1745350000,1139.810059,1303500000,585.48999,13035000,2/8/04,89,87,100,92,94,74,83,87,86,43,98,73,84,87,92,77,96,87,73,79.389999,2076800,46.487183,6394800,1.619286,47065200,43.959999,3042800,38.834999,2939600,42.889999,3973000,24.67,52703900,26.200001,11581000,23.441814,10455900,40.73,8845600,32.889999,15430000,101.870003,2518600,36.169998,5684900,98.949997,3742400,30.57,36540300,54.110001,6071800,39.509998,6090000,26.91,5984900,48.169998,5515200,26.9,48108500,8.95875,7058400,38.09,23131200,51.275002,5852600,43.16,1110600,29.775,3283400,47.435001,2718000,33.229977,4888200,57.32,8420600
2/10/04,10613.84961,160590000,2075.330078,1656760000,1145.540039,1403900000,592.830017,14039000,,,,,,,,,,,,,,,,,,,,,81.25,3347900,46.259605,5800900,1.641429,63835800,43.77,2803500,38.279999,5732600,43.27,4509200,24.780001,39742500,26.084999,10408000,23.747534,7389000,41.09,8722600,32.5,22184600,102.18,2557900,36.049999,7258100,99.610001,4057500,30.540001,36344100,54.43,5686200,39.48,7191400,26.780001,3390600,48.400002,5754600,27.02,37790600,9.03,7160000,38.040001,18337200,51.174999,4276200,43.009998,901100,30,11177200,47.799999,3132200,33.814537,8609000,57.529999,9199800
2/11/04,10737.7002,277850000,2089.659912,2185700000,1157.76001,1699300000,597.070007,16993000,,,,,,,,,,,,,,,,,,,,,81.400002,2842000,47.012363,5647500,1.7,87136000,44.490002,3146000,39.48,6356600,43.785,5651600,24.24,87763700,25.9,11974200,27.218935,116625000,41.919998,14555600,33.080002,23808200,107.089996,7277700,36.830002,9489400,99.959999,5505700,30.99,52150100,54.650002,7302400,40.27,11688200,27.049999,8295900,48.619999,5610000,27.15,51515300,9.15,8906400,38.150002,15410500,51.599998,5219800,42.93,1244600,29.700001,10029200,47.855,3000400,34.35413,8773700,57.07,10602500
2/12/04,10694.07031,197560000,2073.610107,1937690000,1152.109985,1464300000,592.75,14643000,,,,,,,,,,,,,,,,,,,,,80.980003,2058700,46.697254,4410600,1.695,45997000,44.369999,1798300,39.345001,3096400,43.709999,3955400,24.049999,48597500,25.77,6958200,27.613413,58674700,41.91,9826100,32.860001,15483500,107.400002,4058900,36.57,4933200,99.300003,3611500,30.74,38205500,54.599998,5764400,40.360001,8121300,26.68,3811200,48.310001,5025700,26.950001,44537000,9.045,9002400,37.73,12299600,51.195,4224400,43.349998,950700,29.6,8163000,47.560001,2590400,33.823528,6534400,56.98,7976000
2/13/04,10627.84961,244990000,2053.560059,1818020000,1145.810059,1329200000,585.140015,13292000,,,,,,,,,,,,,,,,,,,,,79.68,2839300,46.959846,3817600,1.642857,78995000,44.450001,1935900,38.709999,3749000,43.259998,4212800,24.059999,43363800,25.57,8566200,26.548323,43292800,41.91,11234500,32.720001,16163400,105.849998,4110200,36.169998,6144800,99.709999,3562400,30.139999,63292500,54.23,4994700,40.16,6907200,26.629999,3257200,48.880001,6462400,26.59,67541100,9.04,4548000,37.380001,13841500,51.025002,3767400,43.220001,1337900,29.834999,6720000,47.314999,2853800,33.859501,6657600,56.32,7133200
2/17/04,10714.87988,169730000,2080.350098,1618060000,1156.98999,1396500000,594.47998,13965000,2/15/04,88,80,74,81,87,86,83,79,86,41,98,73,89,84,93,83,96,90,70,80.32,2695200,46.986103,3482000,1.654286,42739200,44.599998,2101100,39.759998,4740000,43.66,3986000,24.25,37359700,25.57,7491600,26.528599,28671300,42.23,8597700,33.049999,14970700,106.919998,2640300,36.299999,6118000,99.370003,3930400,30.809999,40220700,54.41,4818400,40.66,8309400,27,3214300,48.860001,5390700,26.99,43477000,9.125,6698400,37.75,13286600,51.560001,4502600,43.169998,993400,30.25,4619800,47.764999,3312000,35.253452,10287600,57.52,7694700
2/18/04,10671.99023,164370000,2076.469971,1781240000,1151.819946,1382400000,591.47998,13824000,,,,,,,,,,,,,,,,,,,,,79.660004,2285300,46.74102,3167200,1.661429,35408800,44.59,2962600,39.455002,3079400,43.310001,3480600,24.09,39630200,25.620001,7385200,26.341223,11734900,41.799999,7767600,32.75,15276100,106.900002,2413600,35.889999,6156400,98.419998,4830300,30.6,42232600,53.889999,4725700,40.48,7170700,27.049999,4258600,49.080002,8527100,26.77,50334700,9.055,5083200,37.41,12400600,51.474998,5727600,43.080002,543900,30.15,6803200,48.68,17734200,34.27319,8020700,57.200001,7989400
2/19/04,10664.73047,219890000,2045.959961,2065540000,1147.060059,1562800000,582.590027,15628000,,,,,,,,,,,,,,,,,,,,,79.099998,2413500,46.74102,3420800,1.605,80770200,44.52,3531800,39.264999,3372800,43.290001,3801200,23.68,55113900,25.5,9698800,26.627218,9974700,41.950001,10518900,32.599998,18374000,105.769997,2114600,35.560001,7672200,97.800003,5447200,29.889999,60100700,53.57,8285800,40.82,14877300,27.25,5072000,48.860001,8165700,26.459999,61840600,9.05,5144800,37.279999,12438300,51.215,6291000,43.080002,668400,30.525,6757200,48.619999,5076200,33.589706,8739700,58.380001,20616400
2/20/04,10619.03027,220560000,2037.930054,1914330000,1144.109985,1479600000,579.890015,14796000,,,,,,,,,,,,,,,,,,,,,79.699997,2397500,46.530949,4353700,1.6,69400800,44.34,3277100,38.41,5351200,43.305,4234000,23.190001,70349300,25.469999,14664600,26.183432,13152600,42.029999,11256400,32.700001,17531100,106.519997,2800500,35.700001,7681800,97.309998,5690200,30,70620300,53.299999,7212400,40.57,9572100,27.16,4831600,48.310001,6083800,26.57,57821900,8.9575,7303200,37.27,15158900,51.25,6376400,43.060001,627200,30.52,5626600,48.310001,5090600,33.436821,7342000,59.43,16842000
2/23/04,10609.62012,229950000,2007.52002,1953330000,1140.98999,1380400000,570.200012,13804000,2/22/04,89,77,70,92,99,90,91,84,86,40,98,71,83,81,96,86,100,100,71,80.440002,2259800,46.443417,4739400,1.585,48519800,43.619999,4039400,38.610001,3589400,44.169998,6272600,22.75,60081300,25.17,11319600,26.380671,13661500,42.580002,9583000,33.419998,20830700,106.669998,2724600,35.380001,8243100,95.959999,6629100,29,92175800,53.049999,7412800,40.310001,8355200,27.77,6208800,48.540001,5208000,26.610001,50256800,9.075,10428000,37.049999,12999800,51.785,4842000,42.66,644300,30.605,4608600,46.900002,11590600,33.283936,6384400,60.049999,20399700
2/24/04,10566.37012,225670000,2005.439941,2069420000,1139.089966,1543600000,571.869995,15436000,,,,,,,,,,,,,,,,,,,,,79.480003,2422300,46.548454,5325100,1.597143,64764000,43.220001,3146900,38.349998,3252200,44.09,5530200,23.049999,91782200,24.889999,14578400,25.601578,15827200,42.310001,10385600,33.279999,21163300,104.32,3547500,35.990002,11990400,96.790001,7008300,29.200001,68433000,54.18,12268600,40.200001,10757900,27.629999,4923800,48.5,5462600,26.879999,55426500,9.2825,18504000,37.169998,13471500,50.889999,8155400,42.25,694100,30.959999,5143400,45.915001,9508400,34.255203,11283400,59.950001,13778300
2/25/04,10601.62012,192420000,2022.97998,1707140000,1143.670044,1360700000,579.039978,13607000,,,,,,,,,,,,,,,,,,,,,78.57,3097500,46.898575,4736700,1.629286,69069000,43.82,3079600,38.59,3886600,43.919998,3647600,23.58,61432900,24.825001,10332400,25.936884,12070700,42.650002,10275000,32.970001,16815600,105.82,2810400,36.41,9190500,96.540001,3362500,29.620001,54661900,54.060001,7286100,40.349998,9655500,27.940001,4734300,47.889999,8536500,26.700001,64275700,9.29625,15819200,37.25,14648500,51.345001,5492200,42.369999,803500,30.940001,5036600,46.150002,4920000,34.192249,6638800,59.880001,12299400
2/26/04,10580.13965,223230000,2032.569946,1752840000,1144.910034,1383900000,583.859985,13839000,,,,,,,,,,,,,,,,,,,,,78.18,3521800,46.732265,4329400,1.645714,49602000,42.439999,7138600,38.974998,3620400,44.055,4201400,23.35,49729800,24.915001,9824000,26.360947,11434000,42.310001,9332700,32.669998,16717200,106.290001,2160000,36.84,8174400,96.790001,3965700,29.5,45906300,53.970001,4962700,40.560001,6612000,28.299999,5509700,47.639999,7135300,26.5,66602700,9.2375,10952000,37.130001,12789700,51.535,5511600,42.380001,721600,30.99,6991400,44.939999,12298000,34.480034,5170000,59.400002,10462900
2/27/04,10583.91992,200050000,2029.819946,1871780000,1144.939941,1540400000,585.559998,15404000,,,,,,,,,,,,,,,,,,,,,78.019997,2946600,46.758526,5364400,1.708571,117209400,43.369999,6752700,37.875,7388200,44.174999,4430400,23.16,51031700,24.98,14180400,26.163708,9965100,42.169998,13338600,32.52,17012000,105.870003,3598000,36.310001,10312900,96.5,4715000,29.200001,58987700,53.91,4967100,41.02,9295700,28.299999,5390300,48.080002,7269800,26.530001,58266500,9.15625,12992000,36.650002,19445200,51.255001,8121800,42.740002,1007800,31,4890400,46.055,7781600,34.471043,6656600,59.560001,12633900
3/1/04,10678.13965,185030000,2057.800049,1697920000,1155.969971,1497100000,594.77002,14971000,2/29/04,85,82,64,76,87,89,88,63,92,39,98,78,84,88,97,91,100,86,100,78.779999,2364800,46.959846,4075700,1.715714,80420200,43.77,2622000,38.419998,4757800,45.134998,6581400,23.530001,36765900,24.809999,15142800,26.499014,10605800,42.52,15990500,32.790001,15690800,107.349998,2849600,36.84,6856800,97.040001,4454000,29.690001,65372800,53.759998,6921500,41.529999,10655400,28.41,4812800,48.450001,4998000,26.700001,51912300,9.19125,11869600,36.900002,15389500,51.93,5822000,42.549999,851600,30.82,5242000,46.099998,6154800,34.803791,6062400,60.450001,10803900
3/2/04,10591.48047,215580000,2039.650024,1871950000,1149.099976,1476000000,591.059998,14760000,,,,,,,,,,,,,,,,,,,,,78.309998,2216800,46.749771,6116000,1.700714,64171800,43.330002,2843200,38.794998,4534200,44.639999,5277000,23.030001,62706500,24.639999,12598600,26.390533,8531000,42.040001,11886600,32.490002,18938400,106.400002,2993100,37.029999,8727000,96.82,4976200,29.6,65223700,52.869999,10710000,41.669998,8802700,28.42,3740800,47.75,9948500,26.389999,66331000,9.2325,13160800,36.650002,15427600,51.060001,8636600,42.470001,626400,30.639999,5216000,45.150002,6648000,35.487274,12445100,59.549999,10771900
